rate,cell,alley,trial,texture,reward,spatialBin
2.4654885639308985,0,17,28,C,0,3
0.9315582040049435,0,17,28,C,0,4
0.5705448584676129,0,17,28,C,0,5
0.0,0,17,28,C,0,6
1.791759469228055,0,17,28,C,0,7
2.3978952727983707,0,17,28,C,0,8
1.791759469228055,0,17,28,C,0,9
0.0,0,17,28,C,0,10
0.0,0,17,28,C,0,11
1.55814461804655,0,17,29,C,0,0
0.8109302162163288,0,17,29,C,0,1
0.0,0,17,29,C,0,2
0.0,0,17,29,C,0,3
0.5389965007326871,0,17,29,C,0,4
0.8873031950009029,0,17,29,C,0,5
0.5389965007326871,0,17,29,C,0,6
0.0,0,17,29,C,0,7
0.0,0,17,29,C,0,8
0.0,0,17,29,C,0,9
0.0,0,17,29,C,0,10
0.0,0,17,29,C,0,11
0.0,0,3,0,C,0,0
0.0,0,3,0,C,0,1
0.0,0,3,0,C,0,2
0.3053816495511819,0,3,0,C,0,3
